Ag�ncia Nacional de �guas - ANA
Superintend�ncia de Gest�o da Rede Hidrometeorol�gica-SGH
Sistema de Informa��es Hidrol�gicas - Vers�o WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluvi�metro, 2 = Pluvi�grafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restri��es da consulta:
C�digo da Esta��o:2346353


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2346353;1;01/02/1989;1;"55,4";"219,5";9;18;1;1;0;"1599,3";1;"0,2";"0,0";"0,4";"2,9";"18,8";"0,1";"0,1";"19,5";"55,4";"1,5";"22,2";"41,8";"0,0";"24,4";"5,7";"0,0";"0,0";"0,0";"0,0";"0,6";"0,0";"0,8";"0,0";"0,0";"6,0";"18,1";"0,0";"1,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2346353;1;01/01/1989;1;"50,9";"419,1";10;25;1;1;0;"1599,3";1;"2,2";"0,7";"0,1";"46,5";"26,3";"50,0";"16,7";"5,3";"27,7";"50,9";"12,6";"4,8";"0,3";"39,0";"1,6";"13,5";"0,5";"0,5";"1,6";"0,0";"0,0";"0,0";"33,6";"1,4";"27,3";"0,0";"0,0";"4,1";"24,6";"27,3";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1988;1;"66,4";"279,3";21;16;1;1;0;"1600,0";1;"0,0";"14,3";"2,0";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"35,0";"0,0";"0,0";"0,0";"1,9";"20,4";"66,4";"37,2";"0,0";"48,8";"17,1";"19,4";"12,1";"0,3";"0,4";"2,3";"1,6";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1988;1;"27,4";"97,3";1;12;1;1;0;"1600,0";1;"27,4";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"8,2";"0,0";"0,0";"0,0";"0,0";"5,6";"1,8";"23,0";"0,0";"0,0";"0,0";"0,0";"16,2";"0,0";"1,5";"0,4";"0,0";"0,0";"0,0";"9,9";"0,8";"0,4";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1988;1;"55,6";"141,9";26;15;1;1;0;"1600,0";1;"0,0";"0,0";"0,8";"4,3";"1,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"19,2";"5,0";"0,0";"0,0";"0,0";"2,0";"0,0";"38,1";"0,7";"0,8";"2,6";"0,0";"0,0";"55,6";"2,8";"6,3";"0,0";"0,0";"0,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1988;1;"16,7";"32,8";15;7;1;1;0;"1600,0";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"16,7";"5,0";"2,1";"7,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,9";"0,5";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1988;1;"3,0";"4,7";22;6;1;1;0;"1600,0";1;"0,3";"0,1";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1988;1;"3,2";"6,0";25;10;1;1;0;"1600,0";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,1";"0,0";"0,0";"0,0";"0,1";"0,0";"0,4";"0,1";"0,0";"0,0";"0,1";"0,2";"0,2";"0,0";"0,1";"0,0";"0,0";"3,2";"0,0";"0,5";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1988;1;"27,0";"71,2";14;15;1;1;0;"1600,0";1;"0,1";"0,2";"0,2";"15,5";"0,9";"0,1";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"27,0";"8,3";"0,3";"0,4";"0,0";"0,0";"0,0";"5,9";"0,0";"0,1";"0,0";"12,0";"0,0";"0,0";"0,1";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1988;1;"44,4";"185,0";30;17;1;1;0;"1600,0";1;"0,0";"0,0";"0,0";"0,0";"7,4";"10,0";"2,4";"0,0";"1,3";"0,0";"0,0";"0,0";"4,5";"5,4";"0,0";"0,0";"12,8";"7,3";"2,6";"0,1";"0,0";"4,4";"16,7";"31,7";"9,0";"0,0";"0,0";"0,0";"19,6";"44,4";"5,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1988;1;"30,7";"99,5";14;18;1;1;0;"1600,0";1;"0,0";"0,2";"0,2";"0,0";"0,0";"0,3";"0,1";"4,2";"1,3";"0,0";"0,0";"0,0";"4,7";"30,7";"0,1";"0,0";"11,0";"0,0";"14,7";"19,8";"6,4";"0,0";"0,0";"0,0";"0,0";"0,5";"0,1";"1,2";"3,3";"0,7";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1988;1;"53,4";"191,8";18;12;1;1;0;"1600,0";1;"16,3";"14,8";"29,5";"1,4";"0,0";"0,0";"12,3";"0,2";"4,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,5";"53,4";"30,6";"0,0";"0,1";"0,0";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1988;1;"41,8";"256,3";8;18;1;1;1;"0,0";0;"6,3";"2,0";"0,0";"0,0";"18,4";"1,6";"0,0";"41,8";"14,7";"22,7";"14,4";"0,9";"0,0";"8,5";"27,9";"0,0";"22,9";"10,7";"0,0";"0,3";"5,9";"0,0";"0,0";"0,0";"0,0";"0,0";"13,8";"3,3";"40,2";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2346353;1;01/01/1988;1;"61,6";"234,20001";16;17;1;1;1;"0,0";0;"1,3";"0,0";"0,0";"0,0";"0,0";"7,8";"44,1";"0,2";"0,7";"15,4";"2,9";"0,0";"0,0";"0,0";"8,3";"61,6";"0,0";"0,6";"0,0";"1,1";"0,0";"0,0";"31,6";"12,7";"23,2";"20,9";"0,0";"0,0";"0,0";"1,6";"0,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1987;1;"38,1";"141,39998";19;16;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"18,6";"8,8";"0,7";"0,0";"0,0";"2,3";"0,3";"0,0";"0,0";"10,2";"13,3";"0,0";"0,0";"0,0";"9,9";"38,1";"0,1";"0,0";"2,1";"0,0";"0,2";"0,2";"0,0";"0,0";"0,0";"32,9";"3,5";"0,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1987;1;"40,2";"104,9";26;10;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"1,9";"0,0";"0,0";"0,7";"0,0";"0,0";"0,0";"0,0";"12,8";"6,4";"12,0";"0,0";"0,0";"0,0";"0,0";"5,2";"0,0";"0,0";"6,5";"40,2";"19,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1987;1;"16,6";"79,1";6;12;1;1;1;"0,0";0;"0,0";"3,1";"0,2";"0,0";"0,0";"16,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,4";"0,1";"0,0";"0,0";"0,0";"3,0";"15,0";"6,4";"10,0";"0,0";"0,0";"13,1";"9,1";"0,0";"0,0";"2,1";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1987;1;"20,9";"66,5";28;16;1;1;1;"0,0";0;"2,8";"0,0";"0,1";"1,2";"0,0";"9,5";"0,0";"0,0";"0,0";"0,0";"0,0";"12,5";"0,1";"0,0";"0,0";"0,0";"0,2";"5,9";"3,6";"0,2";"0,8";"7,9";"0,1";"0,0";"0,0";"0,0";"0,0";"20,9";"0,1";"0,6";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1987;1;"2,5";"9,599999";18;10;1;1;1;"0,0";0;"1,4";"0,0";"0,0";"0,0";"0,0";"0,4";"1,4";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,5";"2,5";"0,0";"0,4";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"1,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1987;1;"5,2";"9,3";9;6;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,5";"0,0";"0,0";"0,0";"5,2";"0,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,5";"0,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1987;1;"89,0";"200,5";15;9;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,5";"0,1";"0,0";"0,0";"0,0";"0,0";"8,6";"28,4";"89,0";"36,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"20,4";"0,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1987;1;"45,0";"244,9";21;21;1;1;1;"0,0";0;"34,9";"3,0";"0,0";"0,0";"9,3";"11,4";"8,9";"0,3";"42,1";"0,4";"0,0";"11,6";"0,0";"0,0";"0,6";"25,0";"0,0";"10,9";"4,4";"20,4";"45,0";"6,7";"0,2";"0,1";"1,6";"0,0";"0,0";"0,1";"8,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1987;1;"26,2";"78,69999";5;17;1;1;1;"0,0";0;"0,0";"0,0";"1,8";"8,6";"26,2";"11,7";"0,0";"0,1";"1,8";"7,4";"12,7";"1,9";"0,0";"1,6";"0,0";"0,0";"0,2";"0,1";"0,0";"0,0";"0,0";"0,4";"0,0";"0,0";"2,2";"0,6";"1,2";"0,2";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1987;1;"35,9";"103,0";11;9;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,3";"8,9";"33,8";"35,9";"0,0";"0,0";"0,0";"0,0";"0,1";"0,9";"0,0";"17,5";"1,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1987;1;"42,8";"186,40001";27;18;1;1;1;"0,0";0;"14,4";"0,8";"24,0";"11,5";"2,9";"0,0";"0,0";"0,0";"0,8";"17,5";"0,0";"0,5";"0,3";"5,3";"2,6";"15,0";"0,1";"2,4";"0,0";"5,8";"0,0";"0,0";"11,2";"0,0";"0,0";"28,5";"42,8";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2346353;1;01/01/1987;1;"98,2";"460,2";25;19;1;1;1;"0,0";0;"0,0";"7,8";"17,7";"0,7";"16,9";"0,2";"0,0";"0,0";"0,0";"14,4";"53,9";"0,0";"0,6";"0,0";"0,0";"21,9";"16,0";"4,6";"0,0";"0,0";"0,0";"0,0";"51,2";"25,2";"98,2";"78,2";"3,0";"18,2";"0,0";"17,8";"13,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1986;1;"37,3";"234,39998";19;24;1;1;1;"0,0";0;"10,4";"18,4";"8,2";"1,1";"5,6";"4,3";"1,1";"18,3";"15,3";"0,0";"0,0";"14,6";"0,0";"5,2";"3,2";"5,3";"6,5";"9,7";"37,3";"9,6";"0,0";"4,7";"4,0";"15,5";"0,2";"4,5";"0,0";"0,0";"31,0";"0,0";"0,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1986;1;"23,8";"104,799995";6;13;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"10,3";"0,0";"23,8";"11,8";"0,3";"0,0";"1,1";"16,0";"14,5";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"1,0";"3,0";"3,8";"0,0";"18,9";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1986;1;"8,1";"28,9";21;9;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"3,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"3,3";"6,2";"8,1";"5,2";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1986;1;"24,5";"52,5";21;11;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,3";"0,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"3,8";"24,5";"0,9";"0,0";"0,0";"2,0";"9,4";"0,4";"0,4";"10,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1986;1;"45,1";"138,0";14;13;1;1;1;"0,0";0;"7,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,7";"45,1";"0,0";"2,6";"4,2";"0,2";"0,5";"0,0";"15,4";"18,8";"35,6";"4,3";"1,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1986;1;"12,1";"29,800001";23;9;1;1;1;"0,0";0;"0,0";"0,7";"2,7";"0,0";"0,0";"3,1";"4,4";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,5";"0,8";"12,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1986;1;"0,8";"2,0";8;5;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,6";"0,2";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1986;1;"26,3";"92,799995";19;12;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,8";"5,2";"17,6";"6,8";"0,0";"15,4";"0,0";"2,3";"0,0";"0,0";"0,1";"26,3";"0,0";"4,0";"0,0";"0,0";"0,0";"0,0";"2,7";"3,1";"0,0";"0,0";"0,0";"7,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1986;1;"20,9";"68,700005";15;11;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"13,9";"0,3";"0,4";"0,0";"0,0";"0,0";"0,0";"0,0";"20,9";"20,3";"0,7";"0,0";"0,0";"0,0";"0,0";"3,1";"0,0";"1,2";"0,0";"0,0";"3,3";"2,3";"2,3";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1986;1;"30,6";"199,1";24;16;1;1;1;"0,0";0;"0,0";"17,0";"2,9";"0,0";"19,7";"6,1";"6,3";"20,7";"0,0";"0,0";"28,5";"0,0";"0,5";"0,0";"0,0";"3,5";"1,5";"1,8";"10,7";"1,0";"0,0";"0,0";"0,0";"30,6";"0,0";"0,0";"21,7";"0,0";"0,0";"26,6";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1986;1;"75,2";"241,4";3;20;1;1;1;"0,0";0;"0,0";"0,0";"75,2";"2,5";"0,0";"0,0";"4,0";"0,0";"15,3";"1,5";"4,3";"32,5";"2,6";"2,5";"0,5";"1,2";"4,0";"0,5";"9,4";"0,0";"12,4";"31,6";"14,2";"0,4";"5,1";"0,0";"0,0";"21,7";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2346353;1;01/01/1986;1;"40,0";"176,90001";22;15;1;1;1;"0,0";0;"0,0";"1,3";"2,8";"0,0";"1,7";"0,3";"0,0";"0,0";"5,2";"0,0";"26,3";"14,7";"0,0";"0,7";"5,2";"21,1";"0,0";"0,0";"0,0";"0,0";"0,0";"40,0";"5,6";"19,1";"0,0";"16,6";"16,3";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1985;1;"23,4";"82,1";15;10;1;1;1;"0,0";0;"0,0";"0,0";"3,9";"23,3";"1,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"23,4";"2,0";"0,0";"0,0";"0,0";"0,0";"10,4";"0,0";"0,0";"2,3";"0,8";"10,7";"4,2";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1985;1;"12,2";"64,6";24;10;1;1;1;"0,0";0;"0,0";"4,9";"9,3";"4,5";"4,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,6";"12,2";"8,7";"10,6";"4,5";"1,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1985;1;"37,0";"60,8";31;8;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,1";"0,0";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,6";"0,2";"0,0";"0,0";"0,4";"5,3";"0,0";"0,0";"14,1";"0,0";"0,0";"37,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1985;1;"18,1";"76,49999";1;10;1;1;1;"0,0";0;"18,1";"9,1";"1,1";"15,4";"3,1";"3,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,2";"0,0";"0,0";"2,6";"0,0";"0,0";"0,0";"0,0";"3,2";"10,6";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1985;1;"4,6";"11,6";23;6;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,5";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,6";"0,3";"0,0";"0,0";"0,0";"2,7";"0,0";"0,0";"2,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1985;1;"2,7";"2,7";7;1;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1985;1;"8,4";"12,999999";4;6;1;1;1;"0,0";0;"0,0";"0,0";"0,0";"8,4";"0,0";"0,0";"0,0";"0,0";"0,3";"1,9";"1,7";"0,5";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1985;1;"36,6";"97,09999";1;5;1;1;1;"0,0";0;"36,6";"5,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"23,6";"20,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1985;1;"13,7";"53,999996";6;16;1;1;1;"0,0";0;"2,7";"0,0";"0,0";"0,0";"0,0";"13,7";"8,2";"0,0";"0,0";"0,4";"0,0";"7,3";"0,2";"0,5";"0,0";"3,6";"2,5";"0,9";"10,3";"0,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,8";"1,1";"0,8";"0,4";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1985;1;"35,1";"114,2";18;17;1;1;1;"0,0";0;"0,6";"4,8";"0,5";"0,0";"0,4";"1,3";"0,5";"0,0";"1,0";"0,3";"16,1";"0,0";"0,0";"0,0";"0,0";"11,9";"29,7";"35,1";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,2";"0,0";"0,7";"7,6";"0,0";"2,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1985;1;"58,1";"305,19998";14;20;1;1;1;"0,0";0;"0,1";"6,5";"16,4";"0,0";"2,0";"10,5";"0,0";"0,0";"32,1";"0,0";"15,9";"1,4";"14,7";"58,1";"45,1";"2,0";"0,0";"21,2";"26,8";"0,0";"11,6";"4,2";"18,3";"1,8";"0,0";"12,8";"0,0";"3,7";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2346353;1;01/01/1985;1;;;;;0;0;0;;;;"17,7";"2,6";"3,3";"28,9";"0,0";"0,1";"6,3";"15,2";"0,1";"0,0";"0,0";"0,0";"0,5";"0,0";"27,3";"10,6";"2,6";"0,2";"0,0";"0,3";"2,1";"29,4";"2,2";"0,0";"0,4";"0,0";"0,0";"0,0";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2346353;1;01/12/1984;1;;;;;0;0;0;;;"0,4";"17,7";"0,2";"0,0";"0,0";"0,0";"5,4";"7,9";"0,4";"0,0";"0,0";"0,0";"10,5";"8,3";"5,9";"0,1";"8,4";"3,4";"0,2";"0,0";"0,0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
